,0
987,SMG6
988,EXOC5
989,CLTCL1
990,FGF22
991,FSTL3
992,DGCR2
993,RNF126
994,MNT
995,ZXDC
996,JMJD6
997,POLB
998,ST6GALNAC1
999,WIPI1
1000,FRMPD1
1001,GBA2
1002,NDST1
1003,ASNS
1004,AP3M2
1005,CNGB1
1006,ST6GALNAC2
1007,PABPC1
1008,TESK2
1009,CFAP20
1010,CSNK2A2
1011,PTPN21
1012,EIF2B3
1013,CAMK2A
1014,TCOF1
1015,CDC42
1016,OSBPL3
1017,SLC12A3
1018,RAD18
1019,ATP2B1
1020,NCK2
1021,MAP4K4
1022,MGAT4A
1023,RPL31
1024,WDR1
1025,SNX13
1026,ARHGAP10
1027,RPS6KA2
1028,ING3
1029,VASH1
1030,LMCD1
1031,SEL1L
1032,TRIP13
1033,ATP6AP1
1034,TCF3
1035,TRIB2
1036,DAZAP1
1037,MBD3
1038,HLTF
1039,FAM50A
1040,FAM3A
1041,MYO3B
1042,CYBRD1
1043,CDH19
1044,PDCD2
1045,SLC6A15
1046,RDH11
1047,ADGRL1
1048,ACTN1
1049,ZFYVE26
1050,RPS6KA6
1051,EPN2
1052,PTPN18
1053,LIMS2
1054,ASIC4
1055,SPEG
1056,LNX1
1057,ALDH3A2
1058,TFRC
1059,SREBF1
1060,AFF4
1061,UBE2D1
1062,RHOBTB1
1063,SMC1A
1064,HSD17B10
1065,MARK2
1066,HMMR
1067,CHFR
1068,TRHDE
1069,P4HA2
1070,FCGR2B
1071,NFATC3
1072,TRNT1
1073,ACADVL
1074,STK10
1075,FBXW11
1076,ACAP1
1077,CRMP1
1078,EVC
1079,DERL2
1080,SIDT1
1081,TMEM38A
1082,AP1M1
1083,PVR
1084,XRCC1
1085,SCARB1
1086,CYP2W1
1087,MCM2
1088,MOV10L1
1089,PANX2
1090,TP63
1091,ALPK1
1092,LLGL2
1093,PDE8A
1094,CLCN4
1095,NLE1
1096,SDHA
1097,SMARCE1
1098,GSDMB
1099,KDM5A
1100,PPP2R3A
1101,FERMT2
1102,DHRS9
1103,PTGS2
1104,IGF2BP2
1105,MAP3K13
1106,ST6GAL1
1107,TBX21
1108,FRY
1109,PICALM
1110,GLI2
1111,CLASP1
1112,MRPS34
1113,NOTCH3
1114,CLNS1A
1115,PPP2R2C
1116,TEAD2
1117,EED
1118,SNCB
1119,TSG101
1120,NCBP3
1121,ATP2A3
1122,CA12
1123,MGLL
1124,NTN4
1125,BCS1L
1126,NUAK1
1127,DPP8
1128,SLC24A1
1129,ZNF532
1130,SCARF1
1131,LMAN1
1132,HACD3
1133,IPCEF1
1134,ZZEF1
1135,ENO1
1136,MYDGF
1137,ANO8
1138,TUBE1
1139,ARHGEF10L
1140,TXK
1141,WSCD2
1142,TACR2
1143,ACTR6
1144,TIPIN
1145,SRI
1146,EIF4G3
1147,NUP37
1148,SEMA3A
1149,GTSE1
1150,SEMA3C
1151,TTC38
1152,ACAT1
1153,GRAMD4
1154,CELSR1
1155,ZNF638
1156,SLC25A40
1157,TIMM21
1158,ADD2
1159,RASAL2
1160,VPS9D1
1161,ZNF37A
1162,MARK3
1163,SLC25A3
1164,FNDC3B
1165,FOSL2
1166,CACNG4
1167,FRYL
1168,TMEM131
1169,FSCN1
1170,ACTB
1171,MOCOS
1172,PLD1
1173,ATP12A
1174,WDR62
1175,DLG1
1176,RAB7A
1177,BCAP29
1178,SEC31B
1179,SART3
1180,ARHGAP15
1181,EXOSC7
1182,KIFAP3
1183,MKRN2
1184,MCM6
1185,REXO2
1186,RBM7
1187,RBMS2
1188,BAZ2A
1189,PTPN23
1190,MLH1
1191,UNG
